OrderDate,Sales,Quantity,Category,year,month,day,day_of_week,day_of_year,quarter,week_of_year,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,rolling_mean_7,rolling_std_7,rolling_min_7,rolling_max_7,rolling_mean_14,rolling_std_14,rolling_min_14,rolling_max_14,rolling_mean_30,rolling_std_30,rolling_min_30,rolling_max_30,rolling_mean_90,rolling_std_90,rolling_min_90,rolling_max_90,rolling_mean_365,rolling_std_365,rolling_min_365,rolling_max_365,lag_1,lag_7,lag_14,lag_30,lag_365,diff_1,diff_7,diff_30,pct_change_1,pct_change_7,monthly_avg,monthly_seasonality,dow_avg,dow_seasonality,quarter_avg,quarter_seasonality,is_new_year,is_valentine_day,is_independence_day,is_black_friday,is_cyber_monday,is_christmas,is_boxing_day,trend_7,trend_30,trend_90
2020-01-01,487.09638232385225,2,Clothing,2020,1,1,2,1,1,1,0,1,0,1,0,1,0,487.09638232385225,33.599965102013854,487.09638232385225,487.09638232385225,487.09638232385225,33.599965102013854,487.09638232385225,487.09638232385225,487.09638232385225,33.599965102013854,487.09638232385225,487.09638232385225,487.09638232385225,33.599965102013854,487.09638232385225,487.09638232385225,487.09638232385225,33.599965102013854,487.09638232385225,487.09638232385225,487.09638232385225,487.09638232385225,487.09638232385225,487.09638232385225,487.09638232385225,47.51752634253069,3.9453459068351435,61.47549242251432,0.09755261600554865,0.00809972327860975,550.1772067726174,0.8853445316207359,551.2167183708458,0.8836749053617605,571.8025639948344,0.8518611355446659,1,0,0,0,0,0,0,0.0,0.0,0.0
2020-01-02,534.6139086663829,13,Clothing,2020,1,2,3,2,1,1,0,0,0,0,0,0,0,510.8551454951176,33.599965102013854,487.09638232385225,534.6139086663829,510.8551454951176,33.599965102013854,487.09638232385225,534.6139086663829,510.8551454951176,33.599965102013854,487.09638232385225,534.6139086663829,510.8551454951176,33.599965102013854,487.09638232385225,534.6139086663829,510.8551454951176,33.599965102013854,487.09638232385225,534.6139086663829,487.09638232385225,487.09638232385225,487.09638232385225,487.09638232385225,487.09638232385225,47.51752634253069,3.9453459068351435,61.47549242251432,0.09755261600554865,0.00809972327860975,550.1772067726174,0.9717122067465459,549.38646720019,0.9731108056188523,571.8025639948344,0.9349624177905054,0,0,0,0,0,0,0,47.51752634253069,47.51752634253069,47.51752634253069
2020-01-03,502.3909268154923,1,Electronics,2020,1,3,4,3,1,1,0,0,0,0,0,0,0,508.03373926857586,24.256129673008026,487.09638232385225,534.6139086663829,508.03373926857586,24.256129673008026,487.09638232385225,534.6139086663829,508.03373926857586,24.256129673008026,487.09638232385225,534.6139086663829,508.03373926857586,24.256129673008026,487.09638232385225,534.6139086663829,508.03373926857586,24.256129673008026,487.09638232385225,534.6139086663829,534.6139086663829,487.09638232385225,487.09638232385225,487.09638232385225,487.09638232385225,-32.22298185089062,3.9453459068351435,61.47549242251432,-0.06027336986288334,0.00809972327860975,550.1772067726174,0.9131438375090328,552.3166848484436,0.9096066435938692,571.8025639948344,0.8786090821751226,0,0,0,0,0,0,0,7.647272245820033,7.647272245820033,7.647272245820033
2020-01-04,523.6198205746347,9,Home,2020,1,4,5,4,1,1,1,0,0,0,0,0,0,511.93025959509055,21.283123997562544,487.09638232385225,534.6139086663829,511.93025959509055,21.283123997562544,487.09638232385225,534.6139086663829,511.93025959509055,21.283123997562544,487.09638232385225,534.6139086663829,511.93025959509055,21.283123997562544,487.09638232385225,534.6139086663829,511.93025959509055,21.283123997562544,487.09638232385225,534.6139086663829,502.3909268154923,487.09638232385225,487.09638232385225,487.09638232385225,487.09638232385225,21.228893759142352,3.9453459068351435,61.47549242251432,0.04225572681757228,0.00809972327860975,550.1772067726174,0.951729394051964,550.8747047929475,0.9505243480383054,571.8025639948344,0.9157353475309524,0,0,0,0,0,0,0,7.734733290145664,7.734733290145664,7.734733290145664
2020-01-05,547.8885381133724,3,Clothing,2020,1,5,6,5,1,1,1,0,0,0,0,0,0,519.1219152987469,24.460745780155264,487.09638232385225,547.8885381133724,519.1219152987469,24.460745780155264,487.09638232385225,547.8885381133724,519.1219152987469,24.460745780155264,487.09638232385225,547.8885381133724,519.1219152987469,24.460745780155264,487.09638232385225,547.8885381133724,519.1219152987469,24.460745780155264,487.09638232385225,547.8885381133724,523.6198205746347,487.09638232385225,487.09638232385225,487.09638232385225,487.09638232385225,24.268717538737747,3.9453459068351435,61.47549242251432,0.04634797344398578,0.00809972327860975,550.1772067726174,0.9958401227333451,549.7920113104401,0.9965378285707198,571.8025639948344,0.9581778251000361,0,0,0,0,0,0,0,11.059022348729208,11.059022348729208,11.059022348729208
2020-01-06,499.5815712025773,9,Food,2020,1,6,0,6,1,2,0,0,0,0,0,0,0,515.8651912827187,23.28733508146775,487.09638232385225,547.8885381133724,515.8651912827187,23.28733508146775,487.09638232385225,547.8885381133724,515.8651912827187,23.28733508146775,487.09638232385225,547.8885381133724,515.8651912827187,23.28733508146775,487.09638232385225,547.8885381133724,515.8651912827187,23.28733508146775,487.09638232385225,547.8885381133724,547.8885381133724,487.09638232385225,487.09638232385225,487.09638232385225,487.09638232385225,-48.3069669107951,3.9453459068351435,61.47549242251432,-0.08816933290325402,0.00809972327860975,550.1772067726174,0.9080375634336515,550.1887772422092,0.9080184674043768,571.8025639948344,0.8736959254582751,0,0,0,0,0,0,0,3.527963614106747,3.527963614106747,3.527963614106747
2020-01-07,517.0398362018502,7,Food,2020,1,7,1,7,1,2,0,0,0,0,0,0,0,516.0329976997374,21.26296684266523,487.09638232385225,547.8885381133724,516.0329976997374,21.26296684266523,487.09638232385225,547.8885381133724,516.0329976997374,21.26296684266523,487.09638232385225,547.8885381133724,516.0329976997374,21.26296684266523,487.09638232385225,547.8885381133724,516.0329976997374,21.26296684266523,487.09638232385225,547.8885381133724,499.5815712025773,487.09638232385225,487.09638232385225,487.09638232385225,487.09638232385225,17.4582649992729,3.9453459068351435,61.47549242251432,0.03494577463545734,0.00809972327860975,550.1772067726174,0.9397696394859335,547.0658702314385,0.9451144064936824,571.8025639948344,0.9042279063692572,0,0,0,0,0,0,0,2.330832071580813,2.330832071580813,2.330832071580813
2020-01-08,491.0417282306874,14,Food,2020,1,8,2,8,1,2,0,0,0,0,0,0,0,516.596618543571,20.403001065150598,491.0417282306874,547.8885381133724,512.9090890161062,21.577685761250894,487.09638232385225,547.8885381133724,512.9090890161062,21.577685761250894,487.09638232385225,547.8885381133724,512.9090890161062,21.577685761250894,487.09638232385225,547.8885381133724,512.9090890161062,21.577685761250894,487.09638232385225,547.8885381133724,517.0398362018502,487.09638232385225,487.09638232385225,487.09638232385225,487.09638232385225,-25.998107971162824,3.9453459068351435,61.47549242251432,-0.05028260136035878,0.00809972327860975,550.1772067726174,0.8925155773330943,551.2167183708458,0.8908324275634425,571.8025639948344,0.8587609750143801,0,0,0,0,0,0,0,-4.480606139515292,-0.5287177413669624,-0.5287177413669624
2020-01-09,514.6479359182597,19,Food,2020,1,9,3,9,1,2,0,0,0,0,0,0,0,513.7443367224106,18.796811583708287,491.0417282306874,547.8885381133724,513.1022942274566,20.192397374831817,487.09638232385225,547.8885381133724,513.1022942274566,20.192397374831817,487.09638232385225,547.8885381133724,513.1022942274566,20.192397374831817,487.09638232385225,547.8885381133724,513.1022942274566,20.192397374831817,487.09638232385225,547.8885381133724,491.0417282306874,534.6139086663829,487.09638232385225,487.09638232385225,487.09638232385225,23.606207687572294,-19.96597274812325,61.47549242251432,0.04807373045999519,-0.03734652695050378,550.1772067726174,0.9354221306291525,549.38646720019,0.9367684966909814,571.8025639948344,0.9000448186567841,0,0,0,0,0,0,0,-2.1154949746826657,-0.25417929214664053,-0.25417929214664053
2020-01-10,520.8262857245404,3,Food,2020,1,10,4,10,1,2,0,0,0,0,0,0,0,516.3779594237031,18.223716505813183,491.0417282306874,547.8885381133724,513.8746933771649,19.193625487319252,487.09638232385225,547.8885381133724,513.8746933771649,19.193625487319252,487.09638232385225,547.8885381133724,513.8746933771649,19.193625487319252,487.09638232385225,547.8885381133724,513.8746933771649,19.193625487319252,487.09638232385225,547.8885381133724,514.6479359182597,502.3909268154923,487.09638232385225,487.09638232385225,487.09638232385225,6.178349806280721,18.43535890904809,61.47549242251432,0.01200500259513726,0.03669524652028322,550.1772067726174,0.9466518757349043,552.3166848484436,0.9429848836170338,571.8025639948344,0.9108498590404985,0,0,0,0,0,0,0,-2.9786304254427916,0.2364509600979249,0.2364509600979249
